level,lesson,question_vi,answer_zh,explanation
"HSK 6","14","Tôi tin rằng việc xây dựng cơ chế minh bạch sẽ có kết quả tốt.","我相信建立透明机制会有好结果。","建立透明机制 = xây dựng cơ chế minh bạch"
"HSK 6","14","Tôi tin rằng việc ứng phó với biến đổi khí hậu sẽ có kết quả tốt.","我相信应对气候变化会有好结果。","应对气候变化 = ứng phó với biến đổi khí hậu"
"HSK 6","14","Tôi tin rằng việc thúc đẩy phát triển bền vững sẽ có kết quả tốt.","我相信促进可持续发展会有好结果。","促进可持续发展 = thúc đẩy phát triển bền vững"
"HSK 6","14","Tôi tin rằng việc tăng cường quản trị rủi ro sẽ có kết quả tốt.","我相信加强风险管理会有好结果。","加强风险管理 = tăng cường quản trị rủi ro"
"HSK 6","14","Tôi tin rằng việc mở rộng hợp tác quốc tế sẽ có kết quả tốt.","我相信拓展国际合作会有好结果。","拓展国际合作 = mở rộng hợp tác quốc tế"
"HSK 6","14","Tôi tin rằng việc bảo tồn di sản văn hóa sẽ có kết quả tốt.","我相信保护文化遗产会有好结果。","保护文化遗产 = bảo tồn di sản văn hóa"
"HSK 6","15","Nếu không thúc đẩy chuyển đổi số, vấn đề sẽ nghiêm trọng hơn.","如果不推动数字化转型，问题会更严重。","推动数字化转型 = thúc đẩy chuyển đổi số"
"HSK 6","15","Nếu không tối ưu hóa cơ cấu công nghiệp, vấn đề sẽ nghiêm trọng hơn.","如果不优化产业结构，问题会更严重。","优化产业结构 = tối ưu hóa cơ cấu công nghiệp"
"HSK 6","15","Nếu không nâng cao năng lực cạnh tranh, vấn đề sẽ nghiêm trọng hơn.","如果不提升竞争力，问题会更严重。","提升竞争力 = nâng cao năng lực cạnh tranh"
"HSK 6","15","Nếu không giải quyết mâu thuẫn xã hội, vấn đề sẽ nghiêm trọng hơn.","如果不解决社会矛盾，问题会更严重。","解决社会矛盾 = giải quyết mâu thuẫn xã hội"
"HSK 6","15","Nếu không xây dựng cơ chế minh bạch, vấn đề sẽ nghiêm trọng hơn.","如果不建立透明机制，问题会更严重。","建立透明机制 = xây dựng cơ chế minh bạch"
"HSK 6","15","Nếu không ứng phó với biến đổi khí hậu, vấn đề sẽ nghiêm trọng hơn.","如果不应对气候变化，问题会更严重。","应对气候变化 = ứng phó với biến đổi khí hậu"
"HSK 6","15","Nếu không thúc đẩy phát triển bền vững, vấn đề sẽ nghiêm trọng hơn.","如果不促进可持续发展，问题会更严重。","促进可持续发展 = thúc đẩy phát triển bền vững"
"HSK 6","15","Nếu không tăng cường quản trị rủi ro, vấn đề sẽ nghiêm trọng hơn.","如果不加强风险管理，问题会更严重。","加强风险管理 = tăng cường quản trị rủi ro"
"HSK 6","15","Nếu không mở rộng hợp tác quốc tế, vấn đề sẽ nghiêm trọng hơn.","如果不拓展国际合作，问题会更严重。","拓展国际合作 = mở rộng hợp tác quốc tế"
"HSK 6","15","Nếu không bảo tồn di sản văn hóa, vấn đề sẽ nghiêm trọng hơn.","如果不保护文化遗产，问题会更严重。","保护文化遗产 = bảo tồn di sản văn hóa"
"HSK 6","16","Tôi muốn biết cách thúc đẩy chuyển đổi số hiệu quả hơn.","我想知道如何更有效地推动数字化转型。","推动数字化转型 = thúc đẩy chuyển đổi số"
"HSK 6","16","Tôi muốn biết cách tối ưu hóa cơ cấu công nghiệp hiệu quả hơn.","我想知道如何更有效地优化产业结构。","优化产业结构 = tối ưu hóa cơ cấu công nghiệp"
"HSK 6","16","Tôi muốn biết cách nâng cao năng lực cạnh tranh hiệu quả hơn.","我想知道如何更有效地提升竞争力。","提升竞争力 = nâng cao năng lực cạnh tranh"
"HSK 6","16","Tôi muốn biết cách giải quyết mâu thuẫn xã hội hiệu quả hơn.","我想知道如何更有效地解决社会矛盾。","解决社会矛盾 = giải quyết mâu thuẫn xã hội"
"HSK 6","16","Tôi muốn biết cách xây dựng cơ chế minh bạch hiệu quả hơn.","我想知道如何更有效地建立透明机制。","建立透明机制 = xây dựng cơ chế minh bạch"
"HSK 6","16","Tôi muốn biết cách ứng phó với biến đổi khí hậu hiệu quả hơn.","我想知道如何更有效地应对气候变化。","应对气候变化 = ứng phó với biến đổi khí hậu"
"HSK 6","16","Tôi muốn biết cách thúc đẩy phát triển bền vững hiệu quả hơn.","我想知道如何更有效地促进可持续发展。","促进可持续发展 = thúc đẩy phát triển bền vững"
"HSK 6","16","Tôi muốn biết cách tăng cường quản trị rủi ro hiệu quả hơn.","我想知道如何更有效地加强风险管理。","加强风险管理 = tăng cường quản trị rủi ro"
"HSK 6","16","Tôi muốn biết cách mở rộng hợp tác quốc tế hiệu quả hơn.","我想知道如何更有效地拓展国际合作。","拓展国际合作 = mở rộng hợp tác quốc tế"
"HSK 6","16","Tôi muốn biết cách bảo tồn di sản văn hóa hiệu quả hơn.","我想知道如何更有效地保护文化遗产。","保护文化遗产 = bảo tồn di sản văn hóa"
"HSK 6","17","Việc thúc đẩy chuyển đổi số đòi hỏi nhiều thời gian.","推动数字化转型需要很多时间。","推动数字化转型 = thúc đẩy chuyển đổi số"
"HSK 6","17","Việc tối ưu hóa cơ cấu công nghiệp đòi hỏi nhiều thời gian.","优化产业结构需要很多时间。","优化产业结构 = tối ưu hóa cơ cấu công nghiệp"
"HSK 6","17","Việc nâng cao năng lực cạnh tranh đòi hỏi nhiều thời gian.","提升竞争力需要很多时间。","提升竞争力 = nâng cao năng lực cạnh tranh"
"HSK 6","17","Việc giải quyết mâu thuẫn xã hội đòi hỏi nhiều thời gian.","解决社会矛盾需要很多时间。","解决社会矛盾 = giải quyết mâu thuẫn xã hội"
"HSK 6","17","Việc xây dựng cơ chế minh bạch đòi hỏi nhiều thời gian.","建立透明机制需要很多时间。","建立透明机制 = xây dựng cơ chế minh bạch"
"HSK 6","17","Việc ứng phó với biến đổi khí hậu đòi hỏi nhiều thời gian.","应对气候变化需要很多时间。","应对气候变化 = ứng phó với biến đổi khí hậu"
"HSK 6","17","Việc thúc đẩy phát triển bền vững đòi hỏi nhiều thời gian.","促进可持续发展需要很多时间。","促进可持续发展 = thúc đẩy phát triển bền vững"
"HSK 6","17","Việc tăng cường quản trị rủi ro đòi hỏi nhiều thời gian.","加强风险管理需要很多时间。","加强风险管理 = tăng cường quản trị rủi ro"
"HSK 6","17","Việc mở rộng hợp tác quốc tế đòi hỏi nhiều thời gian.","拓展国际合作需要很多时间。","拓展国际合作 = mở rộng hợp tác quốc tế"
"HSK 6","17","Việc bảo tồn di sản văn hóa đòi hỏi nhiều thời gian.","保护文化遗产需要很多时间。","保护文化遗产 = bảo tồn di sản văn hóa"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để thúc đẩy chuyển đổi số.","专家正在研究如何推动数字化转型。","推动数字化转型 = thúc đẩy chuyển đổi số"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để tối ưu hóa cơ cấu công nghiệp.","专家正在研究如何优化产业结构。","优化产业结构 = tối ưu hóa cơ cấu công nghiệp"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để nâng cao năng lực cạnh tranh.","专家正在研究如何提升竞争力。","提升竞争力 = nâng cao năng lực cạnh tranh"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để giải quyết mâu thuẫn xã hội.","专家正在研究如何解决社会矛盾。","解决社会矛盾 = giải quyết mâu thuẫn xã hội"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để xây dựng cơ chế minh bạch.","专家正在研究如何建立透明机制。","建立透明机制 = xây dựng cơ chế minh bạch"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để ứng phó với biến đổi khí hậu.","专家正在研究如何应对气候变化。","应对气候变化 = ứng phó với biến đổi khí hậu"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để thúc đẩy phát triển bền vững.","专家正在研究如何促进可持续发展。","促进可持续发展 = thúc đẩy phát triển bền vững"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để tăng cường quản trị rủi ro.","专家正在研究如何加强风险管理。","加强风险管理 = tăng cường quản trị rủi ro"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để mở rộng hợp tác quốc tế.","专家正在研究如何拓展国际合作。","拓展国际合作 = mở rộng hợp tác quốc tế"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để bảo tồn di sản văn hóa.","专家正在研究如何保护文化遗产。","保护文化遗产 = bảo tồn di sản văn hóa"
"HSK 6","19","Mục tiêu cuối cùng là thúc đẩy chuyển đổi số.","最终目标是推动数字化转型。","推动数字化转型 = thúc đẩy chuyển đổi số"
"HSK 6","19","Mục tiêu cuối cùng là tối ưu hóa cơ cấu công nghiệp.","最终目标是优化产业结构。","优化产业结构 = tối ưu hóa cơ cấu công nghiệp"
"HSK 6","19","Mục tiêu cuối cùng là nâng cao năng lực cạnh tranh.","最终目标是提升竞争力。","提升竞争力 = nâng cao năng lực cạnh tranh"
"HSK 6","19","Mục tiêu cuối cùng là giải quyết mâu thuẫn xã hội.","最终目标是解决社会矛盾。","解决社会矛盾 = giải quyết mâu thuẫn xã hội"
"HSK 6","19","Mục tiêu cuối cùng là xây dựng cơ chế minh bạch.","最终目标是建立透明机制。","建立透明机制 = xây dựng cơ chế minh bạch"
"HSK 6","19","Mục tiêu cuối cùng là ứng phó với biến đổi khí hậu.","最终目标是应对气候变化。","应对气候变化 = ứng phó với biến đổi khí hậu"
"HSK 6","19","Mục tiêu cuối cùng là thúc đẩy phát triển bền vững.","最终目标是促进可持续发展。","促进可持续发展 = thúc đẩy phát triển bền vững"
"HSK 6","19","Mục tiêu cuối cùng là tăng cường quản trị rủi ro.","最终目标是加强风险管理。","加强风险管理 = tăng cường quản trị rủi ro"
"HSK 6","19","Mục tiêu cuối cùng là mở rộng hợp tác quốc tế.","最终目标是拓展国际合作。","拓展国际合作 = mở rộng hợp tác quốc tế"
"HSK 6","19","Mục tiêu cuối cùng là bảo tồn di sản văn hóa.","最终目标是保护文化遗产。","保护文化遗产 = bảo tồn di sản văn hóa"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể thúc đẩy chuyển đổi số hay không.","结果取决于我们能否推动数字化转型。","推动数字化转型 = thúc đẩy chuyển đổi số"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể tối ưu hóa cơ cấu công nghiệp hay không.","结果取决于我们能否优化产业结构。","优化产业结构 = tối ưu hóa cơ cấu công nghiệp"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể nâng cao năng lực cạnh tranh hay không.","结果取决于我们能否提升竞争力。","提升竞争力 = nâng cao năng lực cạnh tranh"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể giải quyết mâu thuẫn xã hội hay không.","结果取决于我们能否解决社会矛盾。","解决社会矛盾 = giải quyết mâu thuẫn xã hội"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể xây dựng cơ chế minh bạch hay không.","结果取决于我们能否建立透明机制。","建立透明机制 = xây dựng cơ chế minh bạch"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể ứng phó với biến đổi khí hậu hay không.","结果取决于我们能否应对气候变化。","应对气候变化 = ứng phó với biến đổi khí hậu"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể thúc đẩy phát triển bền vững hay không.","结果取决于我们能否促进可持续发展。","促进可持续发展 = thúc đẩy phát triển bền vững"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể tăng cường quản trị rủi ro hay không.","结果取决于我们能否加强风险管理。","加强风险管理 = tăng cường quản trị rủi ro"
